,URL,Worldwide
192,https://www.boxofficemojo.com/movies/?id=nutjob2.htm,"$65,146,020"
193,https://www.boxofficemojo.com/movies/?id=loganlucky.htm,"$48,453,605"
194,https://www.boxofficemojo.com/movies/?id=residentevil6.htm,"$312,242,626"
195,https://www.boxofficemojo.com/movies/?id=allthemoneyintheworld.htm,"$56,996,304"
196,https://www.boxofficemojo.com/movies/?id=downsizing.htm,"$55,003,890"
197,https://www.boxofficemojo.com/movies/?id=victoriaandabdul.htm,"$65,421,267"
198,https://www.boxofficemojo.com/movies/?id=mylittlepony2017.htm,"$60,330,833"
199,https://www.boxofficemojo.com/movies/?id=thedisasterartist.htm,"$29,820,616"
200,https://www.boxofficemojo.com/movies/?id=starwars2016.htm,"$1,056,057,273"
201,https://www.boxofficemojo.com/movies/?id=marvel2016.htm,"$1,153,304,495"
202,https://www.boxofficemojo.com/movies/?id=junglebook2015.htm,"$966,550,600"
203,https://www.boxofficemojo.com/movies/?id=disney2016.htm,"$1,023,784,195"
204,https://www.boxofficemojo.com/movies/?id=dc2016.htm,"$746,846,894"
205,https://www.boxofficemojo.com/movies/?id=disney1116.htm,"$643,331,111"
206,https://www.boxofficemojo.com/movies/?id=marvel716.htm,"$677,718,395"
207,https://www.boxofficemojo.com/movies/?id=bourne5.htm,"$415,484,914"
208,https://www.boxofficemojo.com/movies/?id=x-men2016.htm,"$543,934,787"
209,https://www.boxofficemojo.com/movies/?id=lalaland.htm,"$446,092,357"
210,https://www.boxofficemojo.com/movies/?id=ghostbusters2016.htm,"$229,147,509"
211,https://www.boxofficemojo.com/movies/?id=tarzan2016.htm,"$356,700,357"
212,https://www.boxofficemojo.com/movies/?id=untitledlucasmoore.htm,"$183,936,074"
213,https://www.boxofficemojo.com/movies/?id=id42.htm,"$389,681,935"
214,https://www.boxofficemojo.com/movies/?id=arrival2016.htm,"$203,388,186"
215,https://www.boxofficemojo.com/movies/?id=sausageparty.htm,"$140,705,322"
216,https://www.boxofficemojo.com/movies/?id=ridealong2.htm,"$124,605,297"
217,https://www.boxofficemojo.com/movies/?id=peregrine.htm,"$296,485,719"
218,https://www.boxofficemojo.com/movies/?id=tmnt2016.htm,"$245,623,848"
219,https://www.boxofficemojo.com/movies/?id=alice2.htm,"$299,457,024"
220,https://www.boxofficemojo.com/movies/?id=thegirlonthetrain2016.htm,"$173,185,859"
221,https://www.boxofficemojo.com/movies/?id=storks.htm,"$183,388,953"
222,https://www.boxofficemojo.com/movies/?id=newline0116.htm,"$148,868,835"
223,https://www.boxofficemojo.com/movies/?id=allegiant.htm,"$179,246,868"
224,https://www.boxofficemojo.com/movies/?id=iceage5.htm,"$408,579,038"
225,https://www.boxofficemojo.com/movies/?id=londonhasfallen.htm,"$205,908,795"
226,https://www.boxofficemojo.com/movies/?id=deepwaterhorizon.htm,"$121,790,373"
227,https://www.boxofficemojo.com/movies/?id=mybigfatgreekwedding2.htm,"$88,923,251"
228,https://www.boxofficemojo.com/movies/?id=fences.htm,"$64,414,761"
229,https://www.boxofficemojo.com/movies/?id=bfg.htm,"$183,345,589"
230,https://www.boxofficemojo.com/movies/?id=theshallows.htm,"$119,100,758"
231,https://www.boxofficemojo.com/movies/?id=assassinscreed.htm,"$240,942,515"
232,https://www.boxofficemojo.com/movies/?id=13hoursthesecretsoldiersofbenghazi.htm,"$69,411,370"
233,https://www.boxofficemojo.com/movies/?id=huntsman.htm,"$164,989,338"
234,https://www.boxofficemojo.com/movies/?id=manchesterbythesea.htm,"$78,988,148"
235,https://www.boxofficemojo.com/movies/?id=howtobesingle.htm,"$112,343,513"
236,https://www.boxofficemojo.com/movies/?id=armsandthedudes.htm,"$86,234,523"
237,https://www.boxofficemojo.com/movies/?id=moneymonster.htm,"$93,282,604"
238,https://www.boxofficemojo.com/movies/?id=nerve.htm,"$85,241,496"
239,https://www.boxofficemojo.com/movies/?id=niceguys.htm,"$62,788,218"
240,https://www.boxofficemojo.com/movies/?id=dirtygrandpa.htm,"$94,073,028"
241,https://www.boxofficemojo.com/movies/?id=5thwave.htm,"$109,906,372"
242,https://www.boxofficemojo.com/movies/?id=mothersday.htm,"$48,418,160"
243,https://www.boxofficemojo.com/movies/?id=godsofegypt.htm,"$150,680,864"
244,https://www.boxofficemojo.com/movies/?id=hailcaesar.htm,"$63,647,656"
245,https://www.boxofficemojo.com/movies/?id=zoolander2.htm,"$56,722,693"
246,https://www.boxofficemojo.com/movies/?id=finesthours.htm,"$52,099,090"
247,https://www.boxofficemojo.com/movies/?id=hellorhighwater.htm,"$37,879,877"
248,https://www.boxofficemojo.com/movies/?id=benhur2016.htm,"$94,061,311"
